id,category_id,name,description,price,image_url,is_active,is_special,created_at,has_discount,discount_price
e3a1a0a7-d057-4644-a96f-57fd805d75d2,668e6e50-01b0-4b82-b842-1bf85eb6e1b4,Ceviche de Reineta,"Reineta fresca, cebolla, leche de tigre, limón, camote cocido, canchita choclo peruano y cilantro",10000,,true,false,2026-02-12 05:35:25.632329+00,false,
e5ad02ac-2d12-47c7-bd9d-b57ad7a49bfb,26c437fa-bfb1-4aee-942b-a1460aad5ef0,Itachi roll,"Salmón tempurizado, queso crema, kanikama apanado, cebollín en plátano con salsa tery",7000,,true,false,2026-02-12 05:35:25.632329+00,false,
e60d70fa-36c2-421b-a482-bd576e44bddb,fa4e3ca6-f567-4052-8b67-06a054989732,Dinamita hot,"Kanikama apanado, queso crema, palta en panko con topping de salmon apanado, mayonesa y salsa picante",6500,,false,false,2026-02-12 05:35:25.632329+00,false,
e768de03-0782-460a-8aa4-a84892d54c85,270399c6-56d6-4f7c-8800-3e346317f4ca,Avocado de Salmón,"Salmón, queso crema envuelto en palta",6000,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771043885/menu/reulq88od0bui3o3nhiu.png,true,false,2026-02-12 05:35:25.632329+00,false,
f0597e12-5034-4861-8c05-5d711b2a24a5,668e6e50-01b0-4b82-b842-1bf85eb6e1b4,Ceviche Mixto,"Finos cortes de reineta, salmón y camarón, leche tigre, limón, camote cocido canchita, choclo peruano y cilantro",10500,,true,false,2026-02-12 05:35:25.632329+00,false,
f05a2cf0-dd50-423c-b7fe-ac82ed53de13,31b22d2f-e65c-4b90-b338-5bf8f2892314,Ensalada Dinamita,Wakame y kanikama con salsa acevichada,5000,,false,false,2026-02-12 05:35:25.632329+00,false,
f0a15365-5d32-4e2a-8e43-8f6a7fbd9ed5,fa4e3ca6-f567-4052-8b67-06a054989732,Vulcan roll,"Camarón apanado, palta, envuelto en panko con topping de salmón gratinado y salsa tery",7000,,true,false,2026-02-12 05:35:25.632329+00,false,
f2be3779-6361-4c15-aca7-1d6064702466,2cfc64e1-b0bf-47f5-9966-579867456498,Tropical,"Palmito, mango, queso crema envuelto en palta",5000,,true,false,2026-02-12 05:35:25.632329+00,false,
f36383ab-f89c-4ca1-a2f6-d60c0f2b9981,668e6e50-01b0-4b82-b842-1bf85eb6e1b4,Ceviche de Salmón,"Finos cortes de salmón, cebolla, leche de tigre, limón, camote cocido, canchita choclo peruano y cilantro",10500,,true,false,2026-02-12 05:35:25.632329+00,false,
f40fe944-0820-4d02-9881-7e17d1fe5af8,bdf2521b-3bc8-4243-aed6-a6d0f16bee71,Gohan de Salmón,"Bowl con base de arroz, palta, cebollín y queso crema con salmón",7000,,true,false,2026-02-12 05:35:25.632329+00,false,
f45d2003-66ed-4c77-b6d9-4d795c5f0e4b,cf3bee05-fb7d-482a-8f2d-40b95a8da915,Ebi hot,"Camarón, queso crema, cebollín en panko",5200,,true,false,2026-02-12 05:35:25.632329+00,false,
f61bbd72-1cc7-472d-ac4a-61ab4910532f,270399c6-56d6-4f7c-8800-3e346317f4ca,"Chicken krispy ","Pollo apanado, queso crema, cebollín envuelto en palta",5500,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771044130/menu/mk1ynah32varmvrk64cu.png,true,false,2026-02-12 05:35:25.632329+00,false,
f6e865c8-fc3f-4e32-9d2c-c6eeb0af9dfd,31b22d2f-e65c-4b90-b338-5bf8f2892314,Ebi Balls,"5 bolitas de camarón, queso crema apanado y salsa funji",4500,https://res.cloudinary.com/dzdgrm4ub/image/upload/v1771044211/menu/xwbapxdff7pxochep4qp.png,true,false,2026-02-12 05:35:25.632329+00,false,
f78ba725-e163-4c6f-aa16-17594e62992b,2cfc64e1-b0bf-47f5-9966-579867456498,Ghambitho roll,Vegetales temporizados con queso crema envuelto en ciboulette,4500,,true,false,2026-02-12 05:35:25.632329+00,false,
fdd3b14b-8d95-4310-b2b1-e9994f77426b,66ec04c4-f5cd-45c4-a004-631367cdbbc5,Tuna California,"Atún, queso y pepino",5000,,false,false,2026-02-12 05:35:25.632329+00,false,
